,tweet_id,text,likes,retweets,created_at,source,reply_to_status,reply_to_user
284,1168583212630708224,🙏😭💗😘💕🎉😆 https://t.co/4GqZ8w7oJK,70305,6812,2019-09-02 17:55:23,Twitter for iPhone,,
285,1168223576320815105,MY HEART EXPLODED INTO CONFETTI HEARTS THANK YOU 🙏 💕💕💕😭 https://t.co/N7fUelR7cU,121776,14494,2019-09-01 18:06:19,Twitter for iPhone,,
286,1167830330616819712,💗💗💗💗💗💗💗💗💗💗💗💗💗 https://t.co/uDkjW8uOzI,174354,24899,2019-08-31 16:03:42,Twitter for iPhone,,
287,1167470957818187776,Listen to “Lover” on the @AppleMusic #AListPop playlist 💕 https://t.co/raS8IuBy9P https://t.co/TvrBJrFKIH,39878,5384,2019-08-30 16:15:41,Twitter for iPhone,,
288,1167179903260930048,"Been sleeping so long in a twenty year dark night, but now I see daylight. 🌸 https://t.co/8Hpvt5AoEE",61076,4314,2019-08-29 20:59:08,Twitter for iPhone,,
289,1167178511251058689,It’s nice to have a friend 🥰 https://t.co/QBPkP1fXnY,34747,2721,2019-08-29 20:53:36,Twitter for iPhone,,
290,1167177367187574784,I could never look away ✨ https://t.co/IZD2EVmOL2,35662,2843,2019-08-29 20:49:04,Twitter for iPhone,,
291,1167175550932267008,Meet me in the afterglow 💘 https://t.co/cdxp07JAH4,27370,2304,2019-08-29 20:41:51,Twitter for iPhone,,
292,1167174723123470337,"I counted days, I counted miles...to see you there. 💗 https://t.co/20FPwtfa3T",33769,2541,2019-08-29 20:38:33,Twitter for iPhone,,
293,1167173440215887873,And I’ll never let you GO cause I know this is a FIGHT that someday we’re gonna WIN 💗 https://t.co/iODaImf5iy,30649,2668,2019-08-29 20:33:27,Twitter for iPhone,,
294,1167118633480400901,Like a Tennessee Stella McCartney 💘 The full #StellaxTaylorSwift line is available until midnight eastern tonight!… https://t.co/w4f4o41xtY,46981,6707,2019-08-29 16:55:40,Twitter for iPhone,,
295,1166928500579799041,"RT @taylornation13: The full #StellaxTaylorSwift line is BACK for 24 hours! Don’t miss out 💞 
Shop here: https://t.co/tUrS5DOWPr https://t.…",0,1846,2019-08-29 04:20:09,Twitter for iPhone,,
296,1166815720803622912,I can still see it all in my mind 💗 https://t.co/9rMzqSzkEi,64220,4875,2019-08-28 20:52:00,Twitter for iPhone,,
297,1166813887267840001,I look through the windows of this love 💕 https://t.co/0YHKbnwAnt,39725,3100,2019-08-28 20:44:43,Twitter for iPhone,,
298,1166811211066937346,This love is worth the fight ❤️ https://t.co/TTJ6N1Ilkw,34868,2926,2019-08-28 20:34:05,Twitter for iPhone,,
299,1166808813690920961,"We were a fresh page on the desk, filling in the blanks as we go 💗 https://t.co/9wGs81eyV4",28899,2586,2019-08-28 20:24:34,Twitter for iPhone,,
300,1166807029303975942,It’s been a long time coming but... 💘 https://t.co/n1WHYajSz3,28905,2441,2019-08-28 20:17:28,Twitter for iPhone,,
301,1166804898035437568,Things will never be the same 💗 https://t.co/UlMMLw2b5y,30941,2674,2019-08-28 20:09:00,Twitter for iPhone,,
302,1166767597985161221,"Thank you!!! It’s the nicest feeling when someone sees your intention, so glad you like the journals 💘 https://t.co/eMiYRvqlgz",41136,4062,2019-08-28 17:40:47,Twitter for iPhone,,
303,1166752681039409152,“Taylor Swift’s diary entries are a must-read companion to Lover” was a thing The New York Times said so here’s whe… https://t.co/aPNPwpsn7b,38451,6008,2019-08-28 16:41:31,Twitter for iPhone,,
304,1166485344965074944,Thank you 💕💕💕💕💕💕💕💕💕💕💕💕💕 https://t.co/5GbaKdjyzT,77322,11573,2019-08-27 22:59:13,Twitter for iPhone,,
305,1166480521532252165,Thank you 💘💘💘💘💘💘💘💘💘💘💘💘💘 https://t.co/4uwNJohsUE,50807,7884,2019-08-27 22:40:03,Twitter for iPhone,,
306,1166479816494915585,Thank you 💗💗💗💗💗💗💗💗💗💗💗💗💗 https://t.co/2KEv4XhadQ,69199,10955,2019-08-27 22:37:15,Twitter for iPhone,,
307,1166472508498960386,RT @Deezer: A celebration of love 💕 🦋 @taylorswift13's new album #Lover is finally out 😍 Stream it here ▶️ https://t.co/PGxVkOI8QB https://…,0,2017,2019-08-27 22:08:12,Twitter for iPhone,,
308,1166461955323899904,"There’s a dazzling haze, a mysterious way about you dear...
📷: @ShearerPhoto @GettyVIP https://t.co/Xl63m45BJp",52571,8039,2019-08-27 21:26:16,Twitter for iPhone,,
309,1166454924361773056,"It’s you and me, there’s nothing like this 💘 https://t.co/JKS1O4rnzY",35529,3049,2019-08-27 20:58:20,Twitter for iPhone,,
310,1166453013650792448,"I once believed love would be burning red, but it’s golden 💛 https://t.co/09hzwQAVeu",36367,3111,2019-08-27 20:50:44,Twitter for iPhone,,
311,1166451400131469312,Threw out our cloaks and our daggers because it’s morning now. 💗 https://t.co/u1LqbgCKKd,38190,2964,2019-08-27 20:44:20,Twitter for iPhone,,
312,1166449835010154496,They say the road gets hard and you get lost when you’re led by blind faith..But we might just get away with it 💗 https://t.co/W3aKhXThA7,26719,2489,2019-08-27 20:38:06,Twitter for iPhone,,
313,1166448755098497024,"We bless the rains on Cornelia Street, memorize the creaks in the floor 💗 https://t.co/s3Uze1fJtb",30554,2675,2019-08-27 20:33:49,Twitter for iPhone,,
314,1166444409921134593,"Thank you to the fans who voted, our excellent cast, @todrick , @drewkirsch and everyone who worked so hard on the… https://t.co/z3YiccMLOz",69303,9319,2019-08-27 20:16:33,Twitter for iPhone,,
315,1166084970231861248,"I’ll tell you the truth, but never goodbye 💗 https://t.co/xpgFpLHKtv",52128,4039,2019-08-26 20:28:16,Twitter for iPhone,,
316,1166082105811619840,"And I hope I never lose you, hope it never ends 💗 https://t.co/7BhkCdssqB",53823,4477,2019-08-26 20:16:53,Twitter for iPhone,,
317,1166079607688302593,"Lost my gloves, you give me one. Wanna hang out? Yeah, sounds like fun 🌸 https://t.co/byJsAuDcHT",32643,2785,2019-08-26 20:06:57,Twitter for iPhone,,
318,1166077650219216896,This ultraviolet morning light below tells me this love is worth the fight 💗 https://t.co/fo8M7j5h6e,34625,3081,2019-08-26 19:59:11,Twitter for iPhone,,
319,1166075573153783815,Just wanna lift you up and not let you go 💘 https://t.co/A3UPmodaU1,31988,2865,2019-08-26 19:50:55,Twitter for iPhone,,
320,1166073605807120384,"Barefoot in the kitchen, sacred new beginnings that became my religion. Listen. 💘 https://t.co/AojqFASa3A",30693,2863,2019-08-26 19:43:06,Twitter for iPhone,,
321,1166040528443662338,"Ever since I saw Fleabag, I’ve been all ‘I can’t wait to see this woman host @nbcsnl’ and it’s happening now + I ge… https://t.co/HGahWMk8an",75606,8477,2019-08-26 17:31:40,Twitter for iPhone,,
322,1165731487918018560,"I think we *all* know how I feel about sequins ✨ @StellaMcCartney

New pieces are being added to the online store e… https://t.co/g7qDiFSFzH",46558,5948,2019-08-25 21:03:39,Twitter Media Studio,,
323,1165712242068865025,I get mystified by how this city screams your name.💘 https://t.co/l2d5C1vLMX,41640,3733,2019-08-25 19:47:11,Twitter for iPhone,,
324,1165709990826598402,I’m crazier for you than I was at sixteen. 💗 https://t.co/VAGsMMUmcW,62072,5644,2019-08-25 19:38:14,Twitter for iPhone,,
325,1165708688092516358,"I want to drive away with you, I want your complications too 💗 https://t.co/dnL2iBHZhW",39069,3391,2019-08-25 19:33:03,Twitter for iPhone,,
326,1165706699111419904,I’m with you even if it makes me blue 💙 https://t.co/RuLE1qOlWt,47009,4331,2019-08-25 19:25:09,Twitter for iPhone,,
327,1165704176711667712,"Honey without all the exes fights and flaws, we wouldn’t be standing here so tall. 💘 https://t.co/S75cgE07A0",41582,3971,2019-08-25 19:15:08,Twitter for iPhone,,
328,1165701966082793473,You know I adore you 💗 https://t.co/YWgZM20Dco,44987,4263,2019-08-25 19:06:21,Twitter for iPhone,,
329,1165685244885897222,RT @pandoramusic: An album full of love 💘 Listen to @taylorswift13’s #Lover now: https://t.co/KZfzPDrQ9s ✨ #TaylorSwift https://t.co/xsM1o8…,0,3124,2019-08-25 17:59:54,Twitter for iPhone,,
330,1165397943437996032,Stopped by the NYC pop up shop to celebrate Lover with the people who have made this week so insanely fun. Shout ou… https://t.co/ByprElAl4d,64785,8164,2019-08-24 22:58:16,Twitter for iPhone,,
331,1165364970214891526,"I scream “For whatever it’s worth, I LOVE YOU AINT THAT THE WORST THING YOU EVER HEARD?” 💗 https://t.co/EWUGqWsTsM",53934,5277,2019-08-24 20:47:14,Twitter for iPhone,,
332,1165361714608640000,"Shiny toy with a price, you know that I bought it 🥳💗😂 https://t.co/4QRHUx7Ob0",47910,4401,2019-08-24 20:34:18,Twitter for iPhone,,
333,1165359745580064769,"We could follow the sparks, I’ll drive 💗 https://t.co/4JMwl9Ae0K",57721,5079,2019-08-24 20:26:29,Twitter for iPhone,,
334,1165358301086961664,Good ones never wait 💗 https://t.co/cnAiFk687j,42767,4307,2019-08-24 20:20:44,Twitter for iPhone,,
335,1165356943877316609,Who could stay? You could stay. 💗 https://t.co/vkeCfulS8Q,56026,5530,2019-08-24 20:15:21,Twitter for iPhone,,
336,1165355565444489218,"This is our place, we make the rules. 💗 https://t.co/qz2DjfJwXe",56150,5569,2019-08-24 20:09:52,Twitter for iPhone,,
337,1165354492470206465,"Fever dream high in the quiet of the night, you know that I caught it... 💗 https://t.co/sOqXgcz6v5",43723,4374,2019-08-24 20:05:36,Twitter for iPhone,,
338,1165342616541630464,I think the fishbowl scene is my favorite metaphor in the Lover video. And guys.. I’ve performed on stage with Chri… https://t.co/2j8MGaopoW,89348,13829,2019-08-24 19:18:25,Twitter for iPhone,,
339,1165083784481579008,"Had to go see the mural in person and it turns out she’s GLORIOUS. Thank you @spotify, it’s been an honor revealing… https://t.co/jjsxCC0NDT",92677,13590,2019-08-24 02:09:55,Twitter for iPhone,,
340,1165014753200287746,@halsey CONFIRMED.  🤝,61451,7360,2019-08-23 21:35:36,Twitter for iPhone,1.1647965903447e+18,halsey
341,1164995436169629697,WHAT IS LIFE EVEN https://t.co/ir7XDx4eSl,108548,13379,2019-08-23 20:18:51,Twitter for iPhone,,
342,1164988205676060679,"And I snuck in through the garden gate, every night that summer just to seal my fate // Stream Lover on… https://t.co/o6kuRVAuPR",100395,16496,2019-08-23 19:50:07,Twitter for iPhone,,
343,1164895535964270592,Listen to “The Man” on @AppleMusic’s #NewMusicDaily playlist ✨ https://t.co/LORdO60cDw https://t.co/Nao53qS2jK,67608,11980,2019-08-23 13:41:53,Twitter for iPhone,,
344,1164750451209900032,"This album is very much a celebration of love, in all its complexity, coziness, and chaos. It’s the first album of… https://t.co/573pF95ce1",377386,84248,2019-08-23 04:05:22,Twitter Web App,,
345,1164741819856576512,#Lover out in 30 minutes! https://t.co/uxzMjfmhfG,108876,18412,2019-08-23 03:31:04,Twitter for iPhone,,
346,1164678820475092992,"RT @iHeartRadio: Starting at midnight, listen to a brand new @taylorswift13 song every hour on select iHeartRadio stations! Tomorrow, tune…",0,3469,2019-08-22 23:20:44,Twitter for iPhone,,
347,1164655881499369475,"And so it goes, you two are dancing in a snow globe round and round... The Lover music video is out now!… https://t.co/qmOTwrwgMk",125588,29524,2019-08-22 21:49:35,Twitter for iPhone,,
348,1164564294341681157,A fun thing is happening! Learn how to remix You Need to Calm Down in select Apple Stores at the #todayatapple Musi… https://t.co/87NJ27QxMF,83180,13776,2019-08-22 15:45:38,Twitter for iPhone,,
349,1164283452549734400,"RT @GMA: RT if you’re as excited as we are for #TaylorSwiftOnGMA TOMORROW! 🦋💘 

@TaylorSwift13
https://t.co/TTaJsnyitK https://t.co/eJZ52Go…",0,6100,2019-08-21 21:09:41,Twitter for iPhone,,
350,1163969541019447298,"3 days until Lover!!! ❤️❤️❤️ 

Pre-add it on @AppleMusic 
https://t.co/Xsi1jZGa3O",81091,13700,2019-08-21 00:22:18,Twitter for iPhone,,
351,1163900392624840711,#StellaxTaylorSwift 💘 It’s been SO fun to dream up cute stuff with @StellaMcCartney to create a line inspired by my… https://t.co/GLCPhrOTzS,52243,8242,2019-08-20 19:47:32,Twitter for iPhone,,
352,1163805418336006146,Sharing some never-before-heard lyrics from the new album every day + some of my favorite love songs on the Lover E… https://t.co/jMKihRKnwQ,71838,12171,2019-08-20 13:30:08,Twitter for iPhone,,
353,1163494258416005120,"- @amazonmusic: what color lips would you like for this commercial?

- Me: yes https://t.co/U636ofm97w",103449,17173,2019-08-19 16:53:42,Twitter for iPhone,,
354,1163118375607963648,Okay NOW there are five holes in the fence 😬😺💋 https://t.co/I5093bDJaF,140135,21150,2019-08-18 16:00:05,Twitter for iPhone,,
355,1162788369593708549,Grinning at this tweet!! And always in awe of your music 💗💗💗💗💗💗💗💗💗💗💗💗💗 https://t.co/0w8uOHSOYm,100480,12029,2019-08-17 18:08:45,Twitter for iPhone,,
356,1162787978890108930,ARE YOU KIDDING ME THIS IS THE NICEST THING ANYONE HAS EVER SAID - you’re just the best and so kind to say this 😭💕🙏😻 https://t.co/y3z1JzSejX,142086,14690,2019-08-17 18:07:12,Twitter for iPhone,,
357,1162447632096272391,"Lover💕 Friday, August 23. 

Pre-add, pre-save, pre-order: https://t.co/AdsErGvGS1 https://t.co/PbxN49rYEh",146220,40158,2019-08-16 19:34:47,Twitter Web App,,
358,1162433477935075328,There’s a dazzling haze... https://t.co/elbgJ1r948,178468,28337,2019-08-16 18:38:32,Twitter for iPhone,,
359,1162220028592181256,"Have I known you 20 seconds or 20 years?

https://t.co/4grpRXSh7G https://t.co/EBoZXIbORm",125628,34630,2019-08-16 04:30:22,Twitter Web App,,
360,1162064925067567111,New song “Lover” is out tonight at midnight eastern! 💘 The music video will premiere after a very exciting @YouTube… https://t.co/LAps9LSx1s,99204,20255,2019-08-15 18:14:02,Twitter for iPhone,,
361,1161293291608035328,💗💗💗💗💗💗💗💗💗💗 https://t.co/dMxVzYGxgG,131338,17144,2019-08-13 15:07:51,Twitter for iPhone,,
362,1160748766447710209,"The thirteens really jumped out. 💗@alexmorgan13 

 📸 @KevinMazur https://t.co/lmBydAQRyp",104349,11378,2019-08-12 03:04:06,Twitter for iPhone,,
363,1160664364543827969,Threw a party to celebrate with the people who made the ME! &amp; YNTCD videos with me- and we had so much fun that ‘Dr… https://t.co/64H4T3DVIm,132115,18828,2019-08-11 21:28:43,Twitter for iPhone,,
364,1160342039134949377,🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴 https://t.co/atH7d2Xk94,159087,20970,2019-08-11 00:07:54,Twitter for iPhone,,
365,1159658701118029824,Can’t stop won’t stop twinning with Paddington. 🐻 https://t.co/ES9ufw8ZD8,144288,18603,2019-08-09 02:52:34,Twitter for iPhone,,
366,1159602795097362432,I’d be a fearless leader. I’d be an alpha type. https://t.co/bzIchKUtJB,156285,24295,2019-08-08 23:10:25,Twitter for iPhone,,
367,1159525974637084672,💘 https://t.co/levuCpqV94,153212,20237,2019-08-08 18:05:09,Twitter for iPhone,,
368,1159481139804999681,Wanted to thank @abby_aguirre for writing such a thoughtful piece and for diving into my pastel cryptic world of hi… https://t.co/zp0AfGAMLQ,75469,11928,2019-08-08 15:07:00,Twitter for iPhone,,
369,1159466408893386752,"My heart’s been borrowed and yours has been blue. All’s well that ends well, to end up with you. 💙 https://t.co/CECesxb8do",172628,27874,2019-08-08 14:08:28,Twitter for iPhone,,
370,1159452041355415552,"WELL SO THIS IS A THING THAT’S HAPPENING. September issue of @voguemagazine and I’m so so so grateful to Anna, Tonn… https://t.co/5pQ0UD7dmz",112480,19551,2019-08-08 13:11:22,Twitter for iPhone,,
371,1159229511587827715,💕 https://t.co/XVgtNCXWmT,123867,16433,2019-08-07 22:27:07,Twitter for iPhone,,
372,1158457914870456326,💕 https://t.co/OubigHdps6,156706,20413,2019-08-05 19:21:04,Twitter for iPhone,,
373,1157562333297664000,💕 https://t.co/zQ4DUaRCD7,170209,20605,2019-08-03 08:02:21,Twitter for iPhone,,
374,1154499139088113674,What if I’m alright right here? https://t.co/nHWcaSVPAM,213863,27922,2019-07-25 21:10:18,Twitter for iPhone,,
375,1154075631740567552,RT @taylornation13: 10 @vmas nominations! Vote for @taylorswift13 10 times a day per category at https://t.co/2crRvoRwdU 💞 #VMAs https://t.…,0,5716,2019-07-24 17:07:26,Twitter for iPhone,,
376,1153786331845103621,"So excited to show you the deluxe versions of Lover! 

You can get it at @Target in the US or on my website! Cheers… https://t.co/x6KYVyqX8s",94899,17452,2019-07-23 21:57:52,Twitter for iPhone,,
377,1153778107150557184,"I’ve been the archer
I’ve been the prey
Who could ever leave me darling...
But who could stay?… https://t.co/V7pbsuIukL",146664,39140,2019-07-23 21:25:11,Twitter Web App,,
378,1153321330223149058,"I’m going live on Instagram tomorrow, July 23 at 5pm ET! I have some stuff I’m reeeeeally excited to tell you about… https://t.co/l8ydwFM8cG",72639,13078,2019-07-22 15:10:07,Twitter for iPhone,,
379,1151964046423465984,I am a cat now and somehow that was everything #CatsMovie https://t.co/80gZHpvzMW,186032,41002,2019-07-18 21:16:45,Twitter Media Studio,,
380,1151887396021112834,"Behind the scenes with my 💕YNTCD Taylor Park neighbors 💕
@adaripp @harto @dex_rated @todrick

🎥:… https://t.co/Il1MXPpu6m",45508,6292,2019-07-18 16:12:10,Twitter Media Studio,,
381,1151528260993474565,"Here’s a first look inside #CatsMovie. Trailer FRIDAY! 😺
https://t.co/VTa6qO1g9h https://t.co/1NHqKrKcMJ",123566,23332,2019-07-17 16:25:06,Twitter for iPhone,,
382,1151214555219070976,RT @taylornation13: Two NEW Lover album bundles are available on @amazon for #PrimeDay ❤️ Available until July 16 at 11:59pm PDT! @amazonmu…,0,2364,2019-07-16 19:38:33,Twitter for iPhone,,
383,1151203871332716544,"✨🐱✨ Friday
@catsmovie https://t.co/h1SJfmA5ol",80904,12543,2019-07-16 18:56:05,Twitter for iPhone,,
384,1150078711355650053,Cat lady thirst trap https://t.co/hZ7e9bCaa7,216512,32043,2019-07-13 16:25:06,Twitter for iPhone,,
385,1148984795302694914,"Tune in to @PrimeVideo tonight 9pm ET! @amazonmusic #PrimeDay
https://t.co/Eg8DkJFj6n https://t.co/TcYEk0S10P",71215,10312,2019-07-10 15:58:16,Twitter for iPhone,,
386,1145437265188904960,RT @halsey: 🦋 @taylorswift13 https://t.co/1iI2tCr8my,0,75218,2019-06-30 21:01:39,Twitter for iPhone,,
387,1145104554150617090,RT @KamalaHarris: The USWNT scored more goals in their first World Cup match against Thailand than the U.S. men’s team scored in the 2010 a…,0,9448,2019-06-29 22:59:35,Twitter for iPhone,,
388,1144631824980828160,✌️Friday calmness✌️ https://t.co/jEq4ZLjtME,207170,24825,2019-06-28 15:41:07,Twitter for iPhone,,
389,1144113431500546048,"RT @amazonmusic: Mark your calendars for the #PrimeDay Concert featuring @taylorswift13, with @DUALIPA, @iambeckyg, &amp; @sza on July 10th onl…",0,3211,2019-06-27 05:21:13,Twitter for iPhone,,
390,1143906143800111105,Go behind the scenes of the 💗YNTCD Taylor Park💗 with the amazing @HayleyKiyoko @Lavernecox @katyperry @antoni… https://t.co/cUcIO8D72S,36119,5162,2019-06-26 15:37:32,Twitter for iPhone,,
391,1141040592534802432,Some of us had champagne on set and it shows 🥂 https://t.co/Kxq7AcY8TL,131665,16895,2019-06-18 17:50:51,Twitter for iPhone,,
392,1140746118432776197,When you have a song about being calm and the video has a Cher quote in it and she posts it so henceforth you are n… https://t.co/SxnoULRDEz,154318,21230,2019-06-17 22:20:43,Twitter for iPhone,,
393,1140640776390664192,"Just like my life, this video was co-executive produced by @todrick 😸 https://t.co/AObdtkYl0w",114257,17247,2019-06-17 15:22:07,Twitter for iPhone,,
394,1140611098225369089,Stan/Follow/Support! @rileyknoxx @RuPaul @VancityReynolds @tanfrance @TATIANNANOW @todrick @trinitykbonet @TrinityTheTuck #YNTCDmusicvideo,31405,4587,2019-06-17 13:24:12,Twitter for iPhone,1.1406110970761257e+18,taylorswift13
395,1140611097076125696,Stan/Follow/Support @A_doubleC_D @adamlambert @Adaripp @AdoreDelano @antoni @theebillyporter @bobbyberk… https://t.co/Z7tprkgOIU,44596,6938,2019-06-17 13:24:11,Twitter for iPhone,,
396,1140602666890014720,A happy meal 🍔 🍟 💗 https://t.co/hPAbOZEsKF,384799,98966,2019-06-17 12:50:41,Twitter for iPhone,,
397,1140599648182243328,Stan/Follow/Support! @A_doubleC_D @adamlambert @Adaripp @AdoreDelano @antoni @theebillyporter @bobbyberk… https://t.co/aSQvrEQQKc,50568,10061,2019-06-17 12:38:42,Twitter for iPhone,,
398,1140594511325908992,"The #YNTCDmusicvideo is out! First, I want to say that my co-stars in this video are AMAZING. Please celebrate by s… https://t.co/DhBirAMJcQ",112966,29987,2019-06-17 12:18:17,Twitter Media Studio,,
399,1140579059769978880,"The #YNTCDmusicvideo premieres in 1 hour 💞 

Premiere watch page: https://t.co/gqUZ9FnKU1 

@YouTube @youtubemusic https://t.co/Ek972t3hkE",47590,9662,2019-06-17 11:16:53,Twitter for iPhone,,
400,1140424618202882053,"RT @TheEllenShow: My friend @TaylorSwift13 asked me to be in her new music video, “You Need To Calm Down.” It premieres tomorrow! Now I nee…",0,10459,2019-06-17 01:03:11,Twitter for iPhone,,
401,1140273222274945025,Asked a few friends to be in the You Need To Calm Down video 😄 Out tomorrow at 8:15am ET https://t.co/QFp2Ni4Lb0,135142,28156,2019-06-16 15:01:36,Twitter for iPhone,,
402,1140025869706104840,Tea time! Monday morning! 💕 https://t.co/YLt8UD9dNC,96629,11775,2019-06-15 22:38:42,Twitter for iPhone,,
403,1139939719113060352,We all got crowns 👑 💕 https://t.co/vI2rXQQMTl,126136,19677,2019-06-15 16:56:22,Twitter for iPhone,,
404,1139749718362398720,Can you just not step on our gowns? 💃 https://t.co/A8QPkZicqS,106570,14637,2019-06-15 04:21:23,Twitter for iPhone,,
405,1139592994401771520,RT @Target: We promise that you'll never find another like this! #PreorderLover @taylorswift13's new album - 4 exclusive deluxe versions. O…,0,3641,2019-06-14 17:58:37,Twitter for iPhone,,
406,1139585079418785792,"Alexa, play Today in Music 💗
@amazonmusic https://t.co/XNpxSYrPpG",42120,5602,2019-06-14 17:27:10,Twitter for iPhone,,
407,1139562838891139079,A delicious new video comes out Monday morning...💗🎂💗 https://t.co/fnZMz6P5dg,126727,19766,2019-06-14 15:58:47,Twitter for iPhone,,
408,1139384677813219330,"Gxgjxkhdkdkydkhdkhfjvjfj 

https://t.co/XjL0jBb4i0 https://t.co/8J6Bc89NQx",122542,30810,2019-06-14 04:10:50,Twitter Web App,,
409,1139365833011015680,There were five posts in the fence. https://t.co/dHgwKbd1Q5,86088,12694,2019-06-14 02:55:57,Twitter for iPhone,,
410,1139282660860334107,"Lover, album out August 23. Cover shot by the artistic genius that is @valheria123 💗 Pre-add, pre-save, pre-order (… https://t.co/IkQcNAUriu",205497,60427,2019-06-13 21:25:27,Twitter for iPhone,,
411,1138895438101323777,Going live tomorrow on Instagram at 5pm ET 😁 https://t.co/l4tnhj84tG,117067,18576,2019-06-12 19:46:46,Twitter for iPhone,,
412,1135606264883482624,"RT @TheEllenShow: .@TaylorSwift13, you make me so proud. #PrideMonth https://t.co/nbVZoKOzub",0,3982,2019-06-03 17:56:46,Twitter for iPhone,,
413,1135605849416753152,"RT @PetermanAudrey: Today I wrote to my senator, Ted Cruz, for the first time. Thanks to the awe inspiring words of Taylor Swift and the ex…",0,1004,2019-06-03 17:55:07,Twitter for iPhone,,
414,1135604986111508482,RT @heartsandhalo: “The most common way people give up their power is by thinking they don’t have any.” 🌈 #lettertomysenator https://t.co/J…,0,727,2019-06-03 17:51:41,Twitter for iPhone,,
415,1135604520338231296,"RT @HayleyGeronimo: It’s way past my bedtime, but I was so moved by Taylor’s letter to her senator that I had to pick up my own pen too!!🖊📃…",0,838,2019-06-03 17:49:50,Twitter for iPhone,,
416,1135601687274541057,"📷: @ashleyophoto, @jeffkravitz // Getty Entertainment https://t.co/mijbu6cV5E",77176,11223,2019-06-03 17:38:35,Twitter for iPhone,,
417,1135217534825881600,"🌈Like a rainbow with all of the colors🌈 

Thank you to everyone who came to Wango Tango! That was FUN 🥳 Ps a huge t… https://t.co/7Ly0rdY1La",101373,19446,2019-06-02 16:12:06,Twitter for iPhone,,
418,1134673128301453312,"#lettertomysenator 
https://t.co/EKYMXZw5U9 https://t.co/Ym0mGeOHgc",128853,34959,2019-06-01 04:08:49,Twitter for iPhone,,
419,1134524686388404225,I love seeing what you’re listening to on your own playlists that you’ve created on @AppleMusic. Keep sharing them… https://t.co/YI03QWNwCN,49490,7017,2019-05-31 18:18:58,Twitter for iPhone,,
420,1133936366977540096,😻 https://t.co/Lyr0vtXO69,197903,25643,2019-05-30 03:21:12,Twitter for iPhone,,
421,1132625617596375040,🧡 au revoir 🧡 https://t.co/D1OhFPHPFU,281059,40157,2019-05-26 12:32:45,Twitter for iPhone,,
422,1131900026949636096,@heidiklum @TaylorSwift I love you too! Thank you for having me!,4999,727,2019-05-24 12:29:30,Twitter for iPhone,1.1315259741961298e+18,heidiklum
423,1131897953684197376,"Thank you @TheGNShow for having me and the band!! It airs tonight. Feeling lucky that I got to be on with @sophiet,… https://t.co/jAWMHhYq3V",61684,8350,2019-05-24 12:21:16,Twitter for iPhone,,
424,1131801512458489858,I made a #PlaylistbyME! of songs I’m loving right now- check it out and make your own on @applemusic… https://t.co/A5eG5hQOrt,54483,9262,2019-05-24 05:58:03,Twitter for iPhone,,
425,1131308071328763904,Had the best time performing with @brendonurie on @nbcthevoice finale - thank you to the fans there for being so we… https://t.co/fYU8lEPL7u,70908,10181,2019-05-22 21:17:17,Twitter for iPhone,,
426,1127222384300367875,Oh my God this is SO CUTE I LOVE IT. Thanks for putting all that effort into this you guys. Also Cassey I actually… https://t.co/SFZoVTPy7R,59263,7011,2019-05-11 14:42:13,Twitter for iPhone,,
427,1126578686638030854,I know I never think before I jump... https://t.co/LXqqrGdpmX,164361,25426,2019-05-09 20:04:24,Twitter for iPhone,,
428,1126530115414970368,RT @EW: .@TaylorSwift13 divulges the secrets to her album Easter eggs https://t.co/e39zwRIMSi,0,4753,2019-05-09 16:51:24,Twitter for iPhone,,
429,1126528136605310976,"Thank you for such a wonderful experience @EW - I loved getting to talk with @AlexJSuskind (yep I said it, I did an… https://t.co/ybjgGGQ1uj",71308,14128,2019-05-09 16:43:32,Twitter for iPhone,,
430,1124354223913746435,"RT @amazonmusic: .@taylorswift13's ME! continues to CRUSH records on Amazon Music! 
Most first day streams ✔️
Most first day on-demand voic…",0,3372,2019-05-03 16:45:11,Twitter for iPhone,,
431,1123788207886426115,THIS WAS THE MAXIMUM AMOUNT OF FUN POSSIBLE. And for the first time ever I’m releasing the live rehearsal audio fro… https://t.co/4660aeiwkL,144647,26989,2019-05-02 03:16:02,Twitter for iPhone,,
432,1123783366879453184,RT @BuzzFeed: Taylor Swift And Brendon Urie's Billboard Music Awards Performance Is The Most Fun Thing I've Ever Seen https://t.co/TIIiUYPh…,0,3651,2019-05-02 02:56:48,Twitter for iPhone,,
433,1123749149793501186,RT @taylornation13: Never before heard LIVE Rehearsal ME! Audio on CD + Vinyl are available only on the merch store until tomorrow!!! ✨🌈💕  …,0,2192,2019-05-02 00:40:50,Twitter for iPhone,,
434,1123712843956801537,I’m trying to give them a normal upbringing but when the little ones and I ran into the flawless @PaulaAbdul on the… https://t.co/LS12svxiTT,93540,11587,2019-05-01 22:16:34,Twitter for iPhone,,
435,1123694904000110593,Omg spelling is fun but especially in this lyric video cause we also have GLITTER: https://t.co/PT2IwYqNTH https://t.co/g1XJOaVVmI,47864,7923,2019-05-01 21:05:17,Twitter Media Studio,,
436,1123672570585395200,"Ah, French... the language of love. A new video is out on @youtube going behind the scenes of THAT scene:… https://t.co/pQVZCwJJQ8",48296,7866,2019-05-01 19:36:32,Twitter Media Studio,,
